title,lang,source_name,format,category,cefr_level,license,text
1395_0000513.txt,it,merlin-it,paragraph-level,learner,B1,CC BY-SA 4.0,"20 novembre 2010
Caro Carlo
come vai? Non ho visto te e la tua famiglia per quattro mesi. È troppo lungo. Mia moglie e i miei ragazzi vanno molto bene. Ho trovato uno posto alla banca, e adesso faccio il contabile. Ho comprato una bicicletta nuova - non è pesante, ma è superveloce! Siamo andati in Sicilia per le vacanze; hai ricevuto la cartolina?
Senti - è possibile d'incontrarti in gennaio? Fammi sapere, per favore.
Tanti saluti
Michele"
B2 2018 I_001-143 (bb52aca4-2f48-4165-afe7-2d8f71a62480).txt,et,elle,document-level,learner,B2,CC BY 4.0,"Tere päevast, Marina!
Kirjutan sulle seoses sellega, et mul on üks probleem ja väga loodan, et sa võid mind aidata. 
Sina tegeled inimeste värbamisega, mul on hästi kiire vaja otsida töötajate meie meeskonda. 
Meie proovisime otsida CV keskuse kaudu ja kahjuks see ei õnnestu. 
Minu tööl on ka uudised, praegu olen osakonna juht, just sellega seotud minu palve.
Palun sind otsida meie jaoks töötajad.
Tean, et sa oled väga professionaalne inimene ja olen kindel sinust. 
Muidugi meie maksame teenuse eest. 
Vastamata sellest, et sa ei saanud minu kiri ja ei vastanud, kirjutan mida meil on vaja. 
Sina tead, et ma töötan kinnisvara valdkonnas. 
Meie otsime kinnisvara haldurit. 
Inimesel kindlasti peab olema pädevuse tunnistuse ja kogemust. 
Omalt poolt pakume: palk heal tasemel ja aasta preemia vastavalt töötulemustele, esitame ametiauto ja telefon. 
Meil on väga sõbralik meeskond. 
Vajadusel esitan lisainfot.
Väga loodan, et sa aitad mind. 
Ka oleksin väga tänulik, kui annad mulle nõu, kuidas ma võin lähendada selline probleemi. 
Ootan sinu vastust.
Ette tänades, Alina"
426_SENS3012.txt,en,icle500,document-level,learner,C1,CC0 1.0 (Public Domain),"Does money cause all our problems? It is a very frequently asked question these days, with a plethora of different answers and opinions. Some claim that with money everything is easier; some claim that a piece of paper cannot make your life better. But, one cannot deny, the whole world spins around money.
There are actually two different worlds - the rich one and the poor one. In the world full of money, expensive cars, luxurious mansions, glamour and glitter everything seems to be perfect. Looked from the outside, it really does seem perfect. However, there is much deeper and darker side hidden beneath all that shine. If you look closer into lives of, for example, famous persons, it is not happiness that you see. No. It is dissatisfaction, anger, helplessness. One cannot resist asking ""Why? Why, when they have everything they want?"" Now comes the question of what is really the thing humans want. Cars? Clothes? Expensive hotels? Overloaded bank accounts? People who have all these things do not actually care about them. They are slaves to their fortune. What is the purpose of a huge house if you live there alone? What is the purpose of millions and billions if you have no one to spend them with?
Next are a little less rich people, those who own companies or have well paid jobs so they can afford themselves a luxurious life. Those are people who are never at home, who pay a babysitter to raise their children because they are too busy with earning money. Those are lonely men and women who left their beloved ones or were left by them because they missed every birthday and anniversary, because they were working late. No matter how much money you have, you can never buy time. The true values do not lie in money and in things you can buy with money. Only those who have it know that.
On the other hand, there are people who have so little, almost nothing, speaking materialistically, but actually they have everything. How comes? Well, maybe a mother cannot afford to buy her children the latest phone, but she can spend some time playing with them, she waits them with hot lunch on the table, she is there to kiss them goodnight. Maybe a boyfriend doesn't have money for expensive dinner, but he will make one by himself. Maybe a father cannot buy his son a new car, but he will come to every football mach his son plays. That is the true luxury. It is shame that so many people never realize that, or when they do, it is too late.
Money is an addiction, a sickness. No matter how much you have it, it is never enough, you always want more and more. But it is not money to be blamed. After all, it is nothing more than a piece of paper. The true evil lies in people themselves. Human's greed and envy are the biggest evil force in the world. Money is not alive, it cannot consciously cause you troubles and bring you misery. It is simply a means to an end, and you are the one who decides what that end will be. The best things in life come for free, it has always been like that, and it will always be."
1395_0000595.txt,it,merlin-it,paragraph-level,learner,A1,CC BY-SA 4.0,"Cari luisa, Carlo.
Sono a Città X per due mesi per seguo i corso,Imparo l'italiano. Mia insegnante se chiama Maria, e molto gentile. Nel corso siamo 11 personne molto diverse. Quando no c'è lezione leggo e faccio sport con amici. 
   Ciao 
                                 Maria"
Vene kool eesti keeles (920370d6-bfa0-4a74-823a-82c0ca4fec1b).txt,et,elle,document-level,learner,B2,CC BY 4.0,"Räägivad, et 2007 aastal kõik vene koolid õpivad eesti keeles.
Aga mina veel ikka  ei saa aru kuidas see kõik toimub.
Kas ainult 1st klassist on kõik õppetöö eesti keeles?
Või kui inimene terve elu õppis vene keeles, nüüd ta on 11 klassis ja järsku peab ta eesti keeles õpima.
See on minu arust üsna raske.

Kui mina olin väike, mu emale tuli pähe, et ma võiksin eesti lasteaeda käia.
Mind toodi kohe sinna.
Ma olin shokkis, ma ei saanud inimessest aru, ma isegi ei saanud aru, mida kõik need suured tädid minust tahavad.
Ma väga kartsin ja nutsin koguaeg.
Järgmine päev ma tulin vene lasteaeda ja kohe jäin vait.
Mul oli päris hea olla seal.
Miks ma seda rääkisin?
Mõelge nüüd, et elab mingi väike, vaikne ja tagasihoidlik tüdruk, ta on 6 aastat vana.
Tal on hea ja rahulik elu ja kuskil augusti keskel tema vanemad ütlevad talle, et varsti ta läheb kooli.
Kui laps läheb kooli tal on stress: ta kardab, muretseb ja tal on piinlik.
Aga kujutage ette kui suur masendus ja kartus tal on kui ta veel ei saa inimesest aru, kui ta teab eesti keeles ainult sõna ""tere"".
Aga klassis on kuskil 30 inimesi ja kõik kardavad.
Vaevalt küll kõik õpetajad on piisavalt head et aidata lastele.
Aga see on üks olukord.
Nüüd kujutame ette vene poissi.
Ta käib 8 klassis.
Ta ei õpi eriti hästi.
Tal on vene vanemad, Ta just alustas õpima keemiat ja füüsikat.
Ja veel tal on raskused matemaatikaga.

Järgmine aasta on ta elu esimesed eksamid.
Ja järsku ta saab teada et järgmine aasta ta algab õpima eesti keeles.
Aga eesti keel tal on nõrk.
Minu arust see on tõesti väga suur probleem.
Paljud ei saa üldse hakkama.
Teised kaotavad terve aasta näiteks terminoloogia õpimisega.
Minu arust on see väga suur probleem.
Iseenesest on selline mõte hea.
See teeks inimestele head, mitte kohe algusest, aga hiljem.
Aga siin on üks aga: et alustada midagi uut, peab olema mingi põhi, algus.
Minu arust, see on rumal alustada õpetust eesti keeles riigis, kus paljud üldse ei räägi eesti keeles.
Riik peab alguseks aidata kõikjadele eesti keele valdama, aga pärast võib tegelema koolidega."
BU_2_40_70.3Q.txt,pt,cople2,paragraph-level,learner,B1,CC BY-SA-NC 4.0,"Antes de falar sobre este tema, quero dizer que o escolhi porque mesmo anteontem falei com um bom amigo meu sobre isto.
	Eu vivo na cidade. Agora vivo na cidade de Bucareste. Antes vivia numa cidade mais pequena e não <me> gostava tanto. Isto acontece porque eu estou muito agitada, gosto muito de passear e de descobrir muitas coisas novas. E numa cidade pequena já não tinha nada mais que descobrir.
	(Também) É verdade, do que eu disse, pode<-se> entender-se que eu gostaria de viver no campo. Porque o campo podia oferecer-me muitos lugares que não foram explorados. Mas para mim não é assim. porque ao lado do facto de <me> gostar viver numa cidade muito grande e interessante, também gosto de viver perto da gente. 
Gosto de saber que vivo na civilização, que vivo rodeada de muita gente, que não vivo sozinha. Gosto do barulho (dos carros, das sirenas, dos trabalhadores que constroem perto de mim), gosto de ver construções altas, monumentos, objectos de arte, museus e todo isto que só uma cidade pode abrigar. Gosto de ouvir o barulho dos carros quando durmo, todas as noites. Já parece uma poesia, algo que me ajuda deitar. Por isso, nunca podia viver no campo, porque a tranquilidade, o calmo do campo também irritam-me. E, além disso, não gosto dos insectos.
	Assim, eu vivo na cidade e sou muito contente deste facto."
PU_3_13_73.3R.txt,pt,cople2,paragraph-level,learner,C1,CC BY-SA-NC 4.0,"O Nosso Planeta

o nosso planeta aconteceu subir a temperatura, todo yano
porque, tem muitos problema de ambiente.
Nos precisamos de colaborar sobre problema de ambiente para as gestões futuros de vida.
Antes de colocar o lixo, devemos pensar que solução de problema de ambiente.
O meu problema não! o nosso problema sim!
Os soluções: 	- estudar o problema de ambiente.
		- reduzir a quantidade de detergente
		- comprar a produção de marca ambiente
		- não andar tanto o carro
		- reutilizar as roupas
		- reciclar o lixo"
1023_0109891.txt,de,merlin-de,paragraph-level,learner,B2,CC BY-SA 4.0,"Donnerstag, 27. Oktober 2011
Maria Julia Meier Müller
Bahnhofsstraße
Stadt X Peru

AUPAIRSGLOBAL
Bahnhofstrasse 101
65185 Wiesbaden


Sehr geehrte Damen und Herren,

als ich Ihre Anzeige in der peruanischen Zeitung gelesen habe, habe ich mich schnell dafür interessiert, als Au-Pair Mädchen zu arbeiten. Letztes Jahr habe ich Deutsch gelernt. Um meine Deutschkenntnisse zu verbessern, würde ich gerne bei eine deutsch Familie zusammen wohnen.
Im Internet habe ich gelesen, dass es günstig ist eine Stelle zu bieten. Könnten Sie mir sagen wie viel ich zahlen muss?
Werde ich in der Familie mit dem Haushalt und bei der Kinderbetreuung helfen? Habe ich die Möglichkeit in die Schule zu gehen? Es wäre perfekt, wenn ich die deutsche Prüfungen machen könnte. Über Freizeitaktivitäten habe ich auch ein Paar Frage. Würde ich andere Leute, die wie ich als Au-Pair in Deutschland sind, kennenlernen? Ich würde gerne mit ihnen ins Museum oder etwas Trinken gehen. 
Und noch eine wichtige Frage: Wieviel werde ich pro Monat verdinnen? 
Ich werde Ihnen dankbar sein, wenn Sie meine Fragen antworten könnten und mir einen Brief schicken.

Mit freundlichen Grüssen

M. Meier"
0075.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,Hey buddy !
0337.xml,en,cefr-asag,document-level,learner,B1,CC BY-NC-SA 4.0,"I think that they are both of it important because to be happy, an enjoyable work is essential to be not bored during the day.  However, people need enough money to make activities and materials which improver our live quality. Too much people is not necessary but there is a minimum amount to reach per month. The goal is to find a good work life balance to have fun at work and money to have a good confort for us and our family."
1325_9000323.txt,it,merlin-it,paragraph-level,learner,B1,CC BY-SA 4.0,"Maria Rossi
                                      Strada Maggiore 11
                                      12345 Città X 
Lettere personali - Giorgio                                                          Città X, 18.06.2011 
Settimana Giovani 
Via F. Crispi 119 
80127 Caserta 
Oggetto: La Sua lettera 
Caro Giorgio,
in riferimento della Sua lettera Le scrivo. Posso capire la Sua situazione. All'inizio se sente bene con i molti contatti che si fa sull'Internet ma poi ... Ognuno vorrei qualcosa benché non ci si conosca. Secondo me è importante fare le amicizie fuori dell'Internet, sono più vere. Ci si vede e si puo vedere anche in faccia come l'altra persone sente in questo momento. Sul Chat si può dire qualcosa ma forse non è la verità! Qui una possibilità per combinare il ""Internet-Chat"" con le amicizie fuori. Cercha persone sull'Internet che vivano nella Sua vicino. Poi esiste la possibilità di conoscere bene prima virtuali ma poi anche di fare un incontro forse in un caffè oppure in un bar. L'ho provato e in questo modo ho trovato la mia amica del cuore. Risponde solo se vorebbe perchè è onesto anche per sé. Non faccia qualcosa che non vuole. Così si sente sempre bene. Per favore mi scrive che ho potuto aiutarLa. 
In attesa di una risposta invio distinti saluti.
Maria Rossi"
1023_0107727.txt,de,merlin-de,paragraph-level,learner,B2,CC BY-SA 4.0,"Julia Meier
Müllergasse 123
54321 Stadt X
Aupairsglobal-Agentur
Bahnhofstr. 101
65187 Wiesbaden
                                               Stadt X, den 19.04.2011
Anfrage über internationale Au-pair-Vermittlung/
Ihre Anzeige vom 18.04.2011, online.
Sehr geehrte Damen und Herren,
mit großem Interesse habe ich Ihre Online-Anzeige über die internationale Au-pair Vermittlung gelesen. Da ich mich sehr für eine Au-pair Stelle in Deutschland interessiere, bitte ich Sie um weitere Informationen, und zwar:
1. Auf welche Weise werden die Aufenthaltsformalitäten geregelt?
2. Wie gut sollte ein/e Bewerber/in Deutsche Sprache beherrschen? Wird es getestet?
3. Zum was wird die/der Au-pair verpflichtet und was darf er/sie sich im Rahmen dieser Beschäftigung „erlauben""?
Über eine schnelle Antwort würde ich mich sehr freuen. Im Voraus vielen Dank!
Mit freundlichen Grüßen,
Julia Meier"
C1 2017 IV_001-104 (cb61f06b-c31d-4494-b9d5-4c275cc78c2a).txt,et,elle,document-level,learner,C1,CC BY 4.0,"Linnastumisteemalisel seminaril rääkisime väga paljudest olulistest teemadest. 
Tahaks oma arvamusi nende kohta Teile samuti jagada.
Üks olulisemast teemadest oli ""Teenused, kultuurielu ning töökohad linnades ja ääremaadel"".
Minu arvates, meie riigis peamine probleem seisneb just töökohtade arvu erinevuses. 
Paljud inimesed peavad raiskama oma aega ning raha teele, mis viib tööle.
Sellest võib tekkida stress, unepuudus ning teised tervisega seotud probleemid. 
Minu arvates, oleks mõistlik välja mõelda mingit täpset süsteemi, mille põhjal inimestel oleks koguaeg võimalus leida endale tööd sobivas nendele kohas (kodu lähedal) sobiva nendele palkaga.
Kultuurielust rääkides saan oletada, et Eestimaa piirides väga hoolitakse ning säilitakse kultuuri ning püüakse teha kultuurielu mitmekesiseks isegi kõige väiksemates külades.
Linnastumisteemalisel seminaril olin rääkinud kui isiklikult olin käinud väikses Klooga külas puhkpillide orkestri kontserdil.
Oli suur avastus minu jaoks, et selle orkestri liikmed on kõik Kloogast pärit ning selliseid üritusi seal korraldatakse pidevalt. 
Samuti ka internetis näen väga palju ürituste reklaami ja need üritused toimuvad mitte alati suurtes linnades, vaid tihti üle kogu Eestimaa väiksetes külades.
Arvan, et teenuste kvaliteed nii linnades kui ka ääremaadel sõltub elanikute mentaliteedist. 
Olen märkanud, et näiteks Ida-Virumaal, kus enamik elanikutest on vene rahvusest, teenuste kvaliteed on samuti paha, nagu Venemaal.
Venemaal on säilinud nõukogude aja teenindamise kultuur, mis on palju kehvam, kui Euroopa oma. 
Aga teenuste arv on minu meelest piisav elaniku arvele kui linnas nii ka ääremaal.
Juuksureid jätkub kõikidele igalpool, aga kui on näiteks juristi abi vaja, siis meie riigi suurused annavad võimalust kiiresti neid suurtes linnades saada.
Teine ja viimane oluline teema, millest ma rääkida tahaks, on ""Riigi kõige piirkondade ühtlase arengu tagamise võimalused"".
Minu arvates, ääremaadel tehakse kõike võimalikku, et ühtlase arengu tagada. 
Külades avatakse gümnaasiumid, rajatakse sportkompleksid ning püüakse anda abi elanikutel küsimustes, mis seisnevad probleemidest, mis on tingitud ääremaade puudustega. 
Põhjenduseks saan äelda, et minu õde õpib ja elab väikeses Paldiski linnas, mille linnavalitsus koguaeg sponseerib ekskursioone, sõidukit foorumitele või haridusega seotud üritustele teiste linnadesse, peamiselt Tallinnasse.
Lõppus tahaks öelda, et minu arvates Eesti on õiges arenemissuunas. 
On väga meeldiv jälgida, et meie kodumaa ääremaad arenevad ning võimalusi igal pool leidub rohkem ja rohkem."
0811.txt,cs,merlin-cs,paragraph-level,learner,B1,CC BY-SA 4.0,"Drážďany x 7.dubna2007
Milá Aleno,

děkuju Ti  mnohokrát za Tvůj email. Těšila jsem se moc z něj. Je mi líto, že píšu teprve dnes, ale musel jsem pracovat hodně v poslední době. Bohužel musím už pracovat na diplomce. Budu na dovolené až příští měsíc. Jinak se mám docela dobře! 
Těšila jsem se moc, že budeš v Drážďanech X brzo! Můžeme se setkat, budu mít čas. Mužeš mi  navštívit odpoledne. Kdy příjedeš na nádraží? Chtěla bych jít na tebe! 
Ten prázdninový kurz zajímá mě. Kateřino, víš kdy bude kurz a kolik stojí? Mohla bys mi poslat ten inzerát? 
 Tak, doufám, že Ti v Brně Y dobře. Přeju Ti všechno nejlepší za Tvůj pohovor! Posílám Ti milý pozdrav z Drážďan X . Měj se hezký a za chvílí ahoj! Dana"
1395_0001108.txt,it,merlin-it,paragraph-level,learner,A2,CC BY-SA 4.0,"Ciao Paolo, 
Come stai? La tua famiglia tutto bene? Arrivo lunedi prossima alle 14.00 a Città X e alle 15.00 00 a tua casa. Va bene per te? Martedi, io vuole visitare Città X  perche in un altro lettera tu scritto, Città X e una interessante città. Sono per tre giorni in Città X e vuole sapere tutti della città. 
Tanti saluti
Maria"
Minu esimesed lapsepõlvemalestused (83639b2a-ca08-46cb-8e97-8aafdeb91d4d).txt,et,elle,document-level,learner,B1,CC BY 4.0,"Minu esimene lapsepõlvemalestus on kurb jutustus.
Olin kolme aastane ja minu ema oli väga haige.
Mängime oma vennaga meie õues.
Minu vend rääkip minul et ?
Kas sa julgep joosta selg ees?
?

Ise ta jooks, nii et ma jooksin ka.
Kukkusin ja vigastasin põlved.
Nuttisin väga palju ja jooksin ema juurde, aga ema ei suutanut lohutada.

Mälestan ka kui meie pere uude korterisse kolis kui olin nelja aastane.
Minu vanemad ärä tuusid mind lasteklubist ja juhtisime autol uhiuut korterit vaatama.
Ma ei teanud kuhu menime aga ma mälestan kui esimese korra vaatasin uut korterit: see näittas kodult.
Korter ei olnut veel valmis, seal ei olnut veel trepiastmeid, ainuld redelid.
Minu ema pidas korterist vägä paljuga ja ta jalustas selg ees ja rääkip et ?
Kas te võite kujutella kuidas me teal elame?
?
.

Ta ei märganud kuidas lähedal ta oli olematuid trepiastmeid ja peaaegu kukkus.

Uue kodu naaperis elas teine nelja aastane tüdruk.
Mängisin iseseisvalt meie uues tores õues kui ta jalustas minu kõrvale ja rääkip et ?
Kas sa tahot minu söber olema?
?
.
Ma tahtsin nii et meist tuli söbrad ja kuigi oleme elu teil mitu korda kukkunud, oleme ikka veel parimad sõbrad."
RU_3_04_37.1J.txt,pt,cople2,paragraph-level,learner,C1,CC BY-SA-NC 4.0,"Nos últimos tempos temos ouvido falar da utilização de livros electrónicos. O uso de livros electrônicos ten cortado a produção de muitos livros tradicional. De muitas formas. pode ser beneficioso para aqueles que são conservadores. Querem conservar o meio-ambiente, e a produção do muitos livros pode afectar o ambiente.
	Mas ha pessoas que não conseguem usar esta nova tecnología. Preferem <us> leer os livros com as páginas em mau. Por isto não utilizam os livros electrónicos. Tambem poderíamos pensar em tudos aqueles que perderiam seus empregos. As bibliotecas seriam tudas electronicas, e não haveria mais livros."
Essee (60c80796-fd28-47b3-8ee3-2fcc74954697).txt,et,elle,document-level,learner,B2,CC BY 4.0,"Eesti keele kui teise keele test    Kirjutamine  Kirjutage essee teemal ""Mis teeb eestlastest laulurahva?
""  Essee pikkus 300 - 350 sõna.

Essee peab  - olema arutlev, analüüsiv ja üldistav;  - tuginema loengus ja lugemistekstis esitatud faktidele.

Väiteid on soovitatav illustreerida näidetega.

Igal rahval on oma rahvuslaulud ning rahvustantsud.
Folkloor on rahva kultuuri üks tähtsamatest osadest, kus kajastub rahva minevik ja iseloom.
Vanasti saatis laul inimest hällist hauani.
Nii oligi ka Eestis.
Aga mis üldse teeb eestlastest laulurahva ja kas eestlaseid üldse saab nii nimetada?

Minu arvates, iga rahvas on minges mõttes laulurahvas.
Siis, kui talumehed ei osanud veel kirjutada ja lugeda, oli laul kõige parem väljendusvahend.
Laulmine oli nagu maagiline rituaal, ja nii see jääb isegi tänapäevadel mõnedel rahvastel, kes elavad Ookeaania saartel või Kesk-Ameerika vihmametsades.
Laul ja tants saavad talismaaniks kurjade vaimude vastu.
Eestlastel oli väga palju erinevaid pühi ning kommeid, mida kaasnesid laulud.
See on esimene põhjus selleks, et meie rahva laulurahvaks pidada.

Teiseks põhjuseks on see, et meil on väga rikas ajalugu.
Iga ajalooline sündmus leiab oma koha laulus.
Näiteks siis, kui tekkis Teine Maailma sõda, kohe ilmus suur hulk sõjalaule.
Nii oligi ka Eestis.
Ristiusuga tulid ühed laulud, rootsi võimuga teised, saksarüütlitega - kolmased.
Aga neid kõiki laulis üks ja sama rahvas - eesti rahvas.

Kolmaks tahaks mainida meie laulutraditsioone.
Kõige tähtsam nende seas on üldlaulupidu, mida esimest korda korraldati 1869 aastal Tartus ja mida korraldatakse tänapäevani.
Lapsed ja noorukid laulavad laule, mis on läbi aegade kujunenud rahvuslikeks sümboliteks.

Laulupidude traditsioon elab vaatamata sõjadele, nõukogude režiimile... Tänapäevased heliloojad kasutavad oma loomingus rahvalaule, luuakse uusi rahvustantsu ansambleid, toimuvad rahvamuusika üritused.
Eesti rahvas tunneb huvi oma mineviku vastu ja laulab samaid regivärsiliseid laule, mida laulasid naised muinasaegsel Kihnu saarel kuna nende mehed meres käisid.
Seepärast eesti rahvast võib julgelt laulurahvaks nimetada!

Lõpuks tahaks öelda et, muidugi, rikas ajalugu, suur hulk erinevaid kombeid ning üldlaulupidude traditsioon pole ainukesed põhjused, ja keegi võib muidugi minuga mitte nõutuda, aga mina arvan, et just need kolm asju teevad eestlastest laulurahva.
Ja me jääme laulurahvaks nii kaua, kui mäletame oma ajalood ja oma muinasaegseid laule."
B2 2018 I_003-027 (181c7eb1-2193-4edb-8f81-d1a3f690481b).txt,et,elle,document-level,learner,B2,CC BY 4.0,"Tere, Anton!
Ma olen tekkinud probleemiga minu tööulesannete täitmiseks. 
Ma töötan disainerina, minu tööulesanneteks on disainmakettite ettevalmistamine ja kujundamine arvuti programmide vahendusel. 
Viimasel ajal minu tööviljakus on langenud. 
Ma kulutan palju aega programmide vastuste ootamiseks.
Seepärast ma ei suuta teha minu töö õigeks ajaks. 
Ma arvan et minu töövahendid (näiteks arvuti ja tarkvara) on vananenud. 
On vaja vahetada vana arvuti uue vastu nii kiiresti kui on võimalik. 
Lisaks oleks mõistlikuks instaleerida uusi programme. 
Kahjuks ma ei saa ise valida nii arvuti, kui ka tarkvara.
Mul ei ole oskusi ja arusaamist. 
Oleks ka raskusi, et meie büroo ei saa eraldada palju raha uute töövahendite ostamiseks.
Mul on hädavajalik sinu nõuande arvuti valiku kohta. 
Ma saatsin teile meile peale palju variante ja ootan loodusega teie vastust, mis arvuti on parem minu ülesannete jaoks. 
Ära unusta, palun, et hind oleks olla mõistlik.
Ette tänades, Irina ---"
Essee (6d1a5e11-863f-4223-9d6a-1581de01927b).txt,et,elle,document-level,learner,B2,CC BY 4.0,"Arvustus.
&quot;Minu Leninid&quot;.

Filmi &quot;Minu Leninid&quot; tegevus toimub ajal, millal Saksamaa valmistas end ette tulevase sõja jaoks, Venemaal aga üsna rohkem ja rohkem kasvas võitlus tsarismi ja sotsiaaldemokraatia vahel; kino on pühendatud Aleksandrile Keskküla ning tema suure elueesmärgile ehk Eesti Suurvabariigi ülesehitamisele.

Keskküla oli noor ja haritud mees, kes mitte ainult suudas välja teenida saksavalitsuse usaldust, vaid temast sai ka &quot;hea&quot; V. Lennini sõber.
Tema esmaplaan oli päris hea: ta aitab Lenenile, et tema ning sotsiaaldemokraatid hakkaksid tulevikus Venemaad valitsema, selle aitamise vastu Lenin peab Eestimaale vabaduse kinkima.
Aleksender otsis välja mehi, kes särnasid bolsevikide liidriga, Lenenile aga selgitas, et see on ta elu kaitsmise jaoks.
Ta koolitas neid välja, et nende käitumine oleks Lenin omaga sarnane, Sotsiaaldemokraatide liider aitas protsessile.
Hiljem Keskküla mõistis, et bolsevik ei kavatsegi Eestimaale sõltumatuse kinkida, tema peas sündis teine plaan ning Aleksander asetas Lenini koha teisikuga nimega Vanja, Lenin uppus meres.
Pärast hakkasid Venemaad valitsema need teisikud.

Filmis mulle meeldis, kuidas autor A. Keskküla kaudu näitas tõelist patriotismi.
See sangar riskis eluga oma eesmärgi jaoks.
Ta pühendas sellele terve elu, isegi naine ja laps ei olnud talle nii olulised kui tema tugev ning omakasupüüdlematu isamaa-armastus, usk sünnimaa hea tulevikusse.
Niisuguseid kangelasi on väga vähe tänapäevases kinematograafias, praegu noorte inimeste seas patriotism ei ole nii populaarne, mõned isegi seda tunnet häbenevad.

V. Lenin näidati jõhkra, taktitundetu ning rumala joodikuna, kelle lemmikud meelelahutused olid lõbutüdrukud ning kaklused kusagil baaris.
Lõppus tema asemele tulid teisikud, nad olid endised vargad, kaltsakad, mõrtsukad ja muud ühiskonna &quot;madalad osad&quot;.
Võib olla ma mõistsin filmi idee valesti, aga arvan, et autori jaoks Lenin oli kõikide inimpattude kehastus ning tema teisikud olidki need pahed.
Ta oli nii nõrk, et lõppuks läks segi.
Rezissööril ning Lenini mängival näitlejal õnnestus näidata tõelist hirmu, pettumust, abitust ja tähtsusetust inimese silmides ja käitumises too episoodi kaudu, kus Lenin tabab oma kohal teisiku, kelle kõik peavad tõeliseks ning temas ehk õiges Lenenis näevad teisikku, kes lihtsalt on hull.
Ei tea miks, aga see lõik jai kuidagi hingesse.

Selline on Lenin lavastaja jaoks, minu oma erineb rezissööri kangelasest.
Ma kogu aeg kujutlesin teda ette targaks ning hea haridusega meheks, kes armastas Venemaad, mitte vähem, kui A. Keskküla oma sünnimaad.
Ta oli monopolijate ülemvõimu, kapitalismi hundiseaduste, töötajate ekspluateerimise ning ühiskondliku ebavõrdsuse vastu.
See aastate välja kujunenud arvamus kunagi ei luba mulle nõustada bolsevikide ning nende liidri piltidega, mis filmiautor oma teoses näitas.
Temana joonistatud klounid kunagi ei suudaks moraalselt ega füüsiliselt revolutsiooniga Venemaal toime tulla, korralikult organizeerida seda ning suured rahvamassid enda järel liikuma panna.
Jah, nende poliitika tõepoolest ei läks lähi ilma inimsurma ning vereta, aga tool ajal riigis oli kriis ja nälg, Nikolai II ei olnud võimeline sellega läbi saama ning tema valitsuse ajal sunnade arv ei olnud vähem, kui bolsevikide juhtimisel, keegi pidi teda asendada, kui poleks seda teinud sotsiaaldemokraatid, siis saaks sellega hakkama mingi teine võim.

Mul tekkis üks küsimus, kui seda lindi vaatasin: miks keegi ei filmi midagi reaalsest tänapäevasest elust (või ta lihtsalt ei pääse eetrisse), kus ebameeldiv on vaatlema &quot;uppuvaid luksuses&quot; poliitikuid, kes pidevalt tõstavad endale niigi liiga suured palgad, kui samal ajal need pensionäärid, kes ära andsid oma nooruse, jõudu ning tervise Eestimaa peale, on sunnitud sorima..
pügikastides, et kuidagi kopikates välja elada, mis riig neile lahkelt eritab?
Vahepeal on isegi vastik kuulata raadiost sellest, kui tetavad, et keegi poliitikute seast varastas või mängis kasinos mingi miljoni maha, lendas puhkusele kusagile Kanaari saartele riigiraha eest jne, aga järjekordses lastehaiglas ei jatku finantsvahendeid aparaadile, mis päästaks tuhandeid laste elu.
Need on ainult mõned ühikud ebaõigluse hulgast, mis toimub praeguses.

Mõnikord mul tuleb selline mõtte, et tänapäeva kinematograafia, mis räägib Nõukogude ning bolsevikide ajast, on mõeldut selleks, et inimesed istuksid ja arutleksid , kui halb elu siis oli, ega keegi ei vaadaks, kuidas praegu asjad on.
Näljakas on see, et aastade pärast, kui võim muutub hakkavad tänapäeva elust ainult halba rääkima ning head, mis praegu enam vähem on, salajas hoidma, aga fakt jaab faktiks: pole tähtis milline poliitiline võim valitseb, ühed kogu aeg elavad teiste arvul, kõige sagedam need teised on ausad ning lihtsad töölised.
Olukord, millal kõik elaksid õnelikkult on võimalik ainult paradiisis, aga paradiis maa peal on võimatu.
Võib olla Lenin ei olnud ideaalne, kusagil isegi julm, aga see veel ei ole põhjus, et temast veiderdajat teha, tuleb kuidagi ebaviisakalt välja."
1395_0000607.txt,it,merlin-it,paragraph-level,learner,A2,CC BY-SA 4.0,"Città X, 12 gennaio 2010
                     Cara clara, Caro tino,  
sono in Italia e sto facendo un corso di Italiano. Mi insegnante è Angelica abita a Città X, parla multò bene della citta i quando non c'è lezione, vado visitare i musei, la Monumento X. 
Ritorno la settimana corsa in Francia,      
                  Bacio, cio Amici
La Tua Amica, 
                       Maria"
